"Relative Time (Process)","PPO_HopperEnv_sweep_8 - _step","PPO_HopperEnv_sweep_8 - _step__MIN","PPO_HopperEnv_sweep_8 - _step__MAX","PPO_HopperEnv_sweep_8 - rewards/time","PPO_HopperEnv_sweep_8 - rewards/time__MIN","PPO_HopperEnv_sweep_8 - rewards/time__MAX","PPO_HopperEnv_sweep_9 - _step","PPO_HopperEnv_sweep_9 - _step__MIN","PPO_HopperEnv_sweep_9 - _step__MAX","PPO_HopperEnv_sweep_9 - rewards/time","PPO_HopperEnv_sweep_9 - rewards/time__MIN","PPO_HopperEnv_sweep_9 - rewards/time__MAX","PPO_HopperEnv_sweep_7 - _step","PPO_HopperEnv_sweep_7 - _step__MIN","PPO_HopperEnv_sweep_7 - _step__MAX","PPO_HopperEnv_sweep_7 - rewards/time","PPO_HopperEnv_sweep_7 - rewards/time__MIN","PPO_HopperEnv_sweep_7 - rewards/time__MAX","PPO_HopperEnv_sweep_6 - _step","PPO_HopperEnv_sweep_6 - _step__MIN","PPO_HopperEnv_sweep_6 - _step__MAX","PPO_HopperEnv_sweep_6 - rewards/time","PPO_HopperEnv_sweep_6 - rewards/time__MIN","PPO_HopperEnv_sweep_6 - rewards/time__MAX","PPO_HopperEnv_sweep_4 - _step","PPO_HopperEnv_sweep_4 - _step__MIN","PPO_HopperEnv_sweep_4 - _step__MAX","PPO_HopperEnv_sweep_4 - rewards/time","PPO_HopperEnv_sweep_4 - rewards/time__MIN","PPO_HopperEnv_sweep_4 - rewards/time__MAX","PPO_HopperEnv_sweep_5 - _step","PPO_HopperEnv_sweep_5 - _step__MIN","PPO_HopperEnv_sweep_5 - _step__MAX","PPO_HopperEnv_sweep_5 - rewards/time","PPO_HopperEnv_sweep_5 - rewards/time__MIN","PPO_HopperEnv_sweep_5 - rewards/time__MAX","PPO_HopperEnv_sweep_3 - _step","PPO_HopperEnv_sweep_3 - _step__MIN","PPO_HopperEnv_sweep_3 - _step__MAX","PPO_HopperEnv_sweep_3 - rewards/time","PPO_HopperEnv_sweep_3 - rewards/time__MIN","PPO_HopperEnv_sweep_3 - rewards/time__MAX","PPO_HopperEnv_sweep_0 - _step","PPO_HopperEnv_sweep_0 - _step__MIN","PPO_HopperEnv_sweep_0 - _step__MAX","PPO_HopperEnv_sweep_0 - rewards/time","PPO_HopperEnv_sweep_0 - rewards/time__MIN","PPO_HopperEnv_sweep_0 - rewards/time__MAX","PPO_HopperEnv_sweep_2 - _step","PPO_HopperEnv_sweep_2 - _step__MIN","PPO_HopperEnv_sweep_2 - _step__MAX","PPO_HopperEnv_sweep_2 - rewards/time","PPO_HopperEnv_sweep_2 - rewards/time__MIN","PPO_HopperEnv_sweep_2 - rewards/time__MAX","PPO_HopperEnv_sweep_1 - _step","PPO_HopperEnv_sweep_1 - _step__MIN","PPO_HopperEnv_sweep_1 - _step__MAX","PPO_HopperEnv_sweep_1 - rewards/time","PPO_HopperEnv_sweep_1 - rewards/time__MIN","PPO_HopperEnv_sweep_1 - rewards/time__MAX"
"1171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286","1286","1286","5524.47607421875","5524.47607421875","5524.47607421875","1286","1286","1286","4308.0400390625","4308.0400390625","4308.0400390625","","","","","","","","","","","","","","","","","",""
"1172","","","","","","","","","","","","","1268","1268","1268","4783.3515625","4783.3515625","4783.3515625","1244","1244","1244","5405.0107421875","5405.0107421875","5405.0107421875","","","","","","","","","","","","","","","","","","","","","","","","","1283","1283","1283","4313.51123046875","4313.51123046875","4313.51123046875","1283","1283","1283","4313.51123046875","4313.51123046875","4313.51123046875"
"1173","1247","1247","1247","4148.8759765625","4148.8759765625","4148.8759765625","1256","1256","1256","4208.2080078125","4208.2080078125","4208.2080078125","","","","","","","","","","","","","1307","1307","1307","5628.654296875","5628.654296875","5628.654296875","","","","","","","","","","","","","1286","1286","1286","4128.12841796875","4128.12841796875","4128.12841796875","","","","","","","","","","","",""
"1174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1289","1289","1289","5536.0390625","5536.0390625","5536.0390625","1289","1289","1289","4286.423828125","4286.423828125","4286.423828125","","","","","","","","","","","","","","","","","",""
"1175","1250","1250","1250","4175.9453125","4175.9453125","4175.9453125","","","","","","","1271","1271","1271","4760.39501953125","4760.39501953125","4760.39501953125","1247","1247","1247","5360.79345703125","5360.79345703125","5360.79345703125","","","","","","","","","","","","","","","","","","","","","","","","","1286","1286","1286","4299.20654296875","4299.20654296875","4299.20654296875","1286","1286","1286","4299.20654296875","4299.20654296875","4299.20654296875"
"1176","","","","","","","1259","1259","1259","4259.8203125","4259.8203125","4259.8203125","","","","","","","","","","","","","1310","1310","1310","5629.123046875","5629.123046875","5629.123046875","1292","1292","1292","5515.1201171875","5515.1201171875","5515.1201171875","","","","","","","1289","1289","1289","4137.85888671875","4137.85888671875","4137.85888671875","","","","","","","","","","","",""
"1177","","","","","","","","","","","","","","","","","","","1250","1250","1250","5463.74560546875","5463.74560546875","5463.74560546875","","","","","","","","","","","","","1292","1292","1292","4290.21630859375","4290.21630859375","4290.21630859375","","","","","","","","","","","","","1289","1289","1289","4318.146484375","4318.146484375","4318.146484375"
"1178","1253","1253","1253","4204.8984375","4204.8984375","4204.8984375","","","","","","","1274","1274","1274","4780.0302734375","4780.0302734375","4780.0302734375","","","","","","","1313","1313","1313","5623.15966796875","5623.15966796875","5623.15966796875","","","","","","","","","","","","","1292","1292","1292","4142.9814453125","4142.9814453125","4142.9814453125","1289","1289","1289","4318.146484375","4318.146484375","4318.146484375","","","","","",""
"1179","","","","","","","1262","1262","1262","4272.97509765625","4272.97509765625","4272.97509765625","","","","","","","","","","","","","","","","","","","1295","1295","1295","5489.0517578125","5489.0517578125","5489.0517578125","","","","","","","","","","","","","","","","","","","","","","","",""
"1180","","","","","","","","","","","","","1277","1277","1277","4796.13037109375","4796.13037109375","4796.13037109375","1253","1253","1253","5527.2509765625","5527.2509765625","5527.2509765625","","","","","","","","","","","","","1295","1295","1295","4254.2822265625","4254.2822265625","4254.2822265625","","","","","","","","","","","","","1292","1292","1292","4321.62841796875","4321.62841796875","4321.62841796875"
"1181","1256","1256","1256","4208.2080078125","4208.2080078125","4208.2080078125","1265","1265","1265","4322.79248046875","4322.79248046875","4322.79248046875","","","","","","","","","","","","","1316","1316","1316","5613.41357421875","5613.41357421875","5613.41357421875","1298","1298","1298","5554.09228515625","5554.09228515625","5554.09228515625","","","","","","","1295","1295","1295","4160.89599609375","4160.89599609375","4160.89599609375","1292","1292","1292","4321.62841796875","4321.62841796875","4321.62841796875","","","","","",""
"1182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1298","1298","1298","4317.33154296875","4317.33154296875","4317.33154296875","","","","","","","","","","","","","","","","","",""
"1183","1259","1259","1259","4259.8203125","4259.8203125","4259.8203125","","","","","","","1280","1280","1280","4818.4658203125","4818.4658203125","4818.4658203125","1256","1256","1256","5489.35595703125","5489.35595703125","5489.35595703125","","","","","","","","","","","","","","","","","","","","","","","","","1295","1295","1295","4326.2421875","4326.2421875","4326.2421875","1295","1295","1295","4326.2421875","4326.2421875","4326.2421875"
"1184","","","","","","","1268","1268","1268","4355.4873046875","4355.4873046875","4355.4873046875","","","","","","","","","","","","","1319","1319","1319","5600.36865234375","5600.36865234375","5600.36865234375","1301","1301","1301","5499.10693359375","5499.10693359375","5499.10693359375","","","","","","","1298","1298","1298","4169.77197265625","4169.77197265625","4169.77197265625","","","","","","","","","","","",""
"1185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1301","1301","1301","4325.6337890625","4325.6337890625","4325.6337890625","","","","","","","","","","","","","1298","1298","1298","4331.98388671875","4331.98388671875","4331.98388671875"
"1186","1262","1262","1262","4272.97509765625","4272.97509765625","4272.97509765625","","","","","","","1283","1283","1283","4816.8046875","4816.8046875","4816.8046875","1259","1259","1259","5506.72119140625","5506.72119140625","5506.72119140625","1322","1322","1322","5585.3505859375","5585.3505859375","5585.3505859375","","","","","","","","","","","","","","","","","","","1298","1298","1298","4331.98388671875","4331.98388671875","4331.98388671875","","","","","",""
"1187","","","","","","","1271","1271","1271","4291.5673828125","4291.5673828125","4291.5673828125","","","","","","","","","","","","","","","","","","","1304","1304","1304","5573.673828125","5573.673828125","5573.673828125","","","","","","","1301","1301","1301","4171.5546875","4171.5546875","4171.5546875","","","","","","","","","","","",""
"1188","","","","","","","","","","","","","1286","1286","1286","4822.56689453125","4822.56689453125","4822.56689453125","","","","","","","","","","","","","","","","","","","1304","1304","1304","4309.08642578125","4309.08642578125","4309.08642578125","","","","","","","","","","","","","1301","1301","1301","4297.08251953125","4297.08251953125","4297.08251953125"
"1189","1265","1265","1265","4322.79248046875","4322.79248046875","4322.79248046875","","","","","","","","","","","","","1262","1262","1262","5542.9384765625","5542.9384765625","5542.9384765625","1325","1325","1325","5567.09716796875","5567.09716796875","5567.09716796875","","","","","","","","","","","","","1304","1304","1304","4178.19970703125","4178.19970703125","4178.19970703125","1301","1301","1301","4297.08251953125","4297.08251953125","4297.08251953125","","","","","",""
"1190","","","","","","","1274","1274","1274","4363.009765625","4363.009765625","4363.009765625","","","","","","","","","","","","","","","","","","","1307","1307","1307","5546.10498046875","5546.10498046875","5546.10498046875","1307","1307","1307","4295.06201171875","4295.06201171875","4295.06201171875","","","","","","","","","","","","","","","","","",""
"1191","","","","","","","","","","","","","1289","1289","1289","4815.6357421875","4815.6357421875","4815.6357421875","1265","1265","1265","5534.54052734375","5534.54052734375","5534.54052734375","","","","","","","","","","","","","","","","","","","","","","","","","1304","1304","1304","4346.1171875","4346.1171875","4346.1171875","1304","1304","1304","4346.1171875","4346.1171875","4346.1171875"
"1192","1268","1268","1268","4355.4873046875","4355.4873046875","4355.4873046875","1277","1277","1277","4377.31982421875","4377.31982421875","4377.31982421875","","","","","","","","","","","","","1328","1328","1328","5555.4248046875","5555.4248046875","5555.4248046875","1310","1310","1310","5515.16796875","5515.16796875","5515.16796875","","","","","","","1307","1307","1307","4182.75341796875","4182.75341796875","4182.75341796875","","","","","","","","","","","",""
"1193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1310","1310","4330.150390625","4330.150390625","4330.150390625","","","","","","","","","","","","","","","","","",""
"1194","1271","1271","1271","4291.5673828125","4291.5673828125","4291.5673828125","","","","","","","1292","1292","1292","4794.10107421875","4794.10107421875","4794.10107421875","1268","1268","1268","5564.65283203125","5564.65283203125","5564.65283203125","1331","1331","1331","5550.33544921875","5550.33544921875","5550.33544921875","","","","","","","","","","","","","","","","","","","1307","1307","1307","4292.42333984375","4292.42333984375","4292.42333984375","1307","1307","1307","4292.42333984375","4292.42333984375","4292.42333984375"
"1195","","","","","","","1280","1280","1280","4382.48388671875","4382.48388671875","4382.48388671875","","","","","","","","","","","","","","","","","","","1313","1313","1313","5497.9892578125","5497.9892578125","5497.9892578125","","","","","","","1310","1310","1310","4193.43212890625","4193.43212890625","4193.43212890625","","","","","","","","","","","",""
"1196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1313","1313","1313","4362.6435546875","4362.6435546875","4362.6435546875","","","","","","","","","","","","","1310","1310","1310","4008.626708984375","4008.626708984375","4008.626708984375"
"1197","1274","1274","1274","4363.009765625","4363.009765625","4363.009765625","","","","","","","1295","1295","1295","4810.13037109375","4810.13037109375","4810.13037109375","1271","1271","1271","5566.90673828125","5566.90673828125","5566.90673828125","1334","1334","1334","5545.515625","5545.515625","5545.515625","","","","","","","","","","","","","1313","1313","1313","4210.33935546875","4210.33935546875","4210.33935546875","1310","1310","1310","4008.626708984375","4008.626708984375","4008.626708984375","","","","","",""
"1198","","","","","","","1283","1283","1283","4372.26904296875","4372.26904296875","4372.26904296875","","","","","","","","","","","","","","","","","","","1316","1316","1316","5537.02001953125","5537.02001953125","5537.02001953125","1316","1316","1316","4367.4560546875","4367.4560546875","4367.4560546875","","","","","","","","","","","","","","","","","",""
"1199","","","","","","","","","","","","","1298","1298","1298","4818.4921875","4818.4921875","4818.4921875","","","","","","","1337","1337","1337","5532.74853515625","5532.74853515625","5532.74853515625","","","","","","","","","","","","","","","","","","","","","","","","","1313","1313","1313","4303.04248046875","4303.04248046875","4303.04248046875"
"1200","1277","1277","1277","4377.31982421875","4377.31982421875","4377.31982421875","1286","1286","1286","4372.009765625","4372.009765625","4372.009765625","","","","","","","1274","1274","1274","5522.99560546875","5522.99560546875","5522.99560546875","","","","","","","1319","1319","1319","5526.10107421875","5526.10107421875","5526.10107421875","","","","","","","1316","1316","1316","4225.2060546875","4225.2060546875","4225.2060546875","1313","1313","1313","4303.04248046875","4303.04248046875","4303.04248046875","","","","","",""
"1201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1319","1319","1319","4371.18994140625","4371.18994140625","4371.18994140625","","","","","","","","","","","","","","","","","",""
"1202","","","","","","","","","","","","","1301","1301","1301","4795.001953125","4795.001953125","4795.001953125","1277","1277","1277","5551.205078125","5551.205078125","5551.205078125","1340","1340","1340","5522.21728515625","5522.21728515625","5522.21728515625","","","","","","","","","","","","","","","","","","","1316","1316","1316","4381.7421875","4381.7421875","4381.7421875","1316","1316","1316","4381.7421875","4381.7421875","4381.7421875"
"1203","1280","1280","1280","4382.48388671875","4382.48388671875","4382.48388671875","1289","1289","1289","4387.482421875","4387.482421875","4387.482421875","","","","","","","","","","","","","","","","","","","1322","1322","1322","5472.86474609375","5472.86474609375","5472.86474609375","","","","","","","1319","1319","1319","4251.00244140625","4251.00244140625","4251.00244140625","","","","","","","","","","","",""
"1204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1322","1322","1322","4347.38427734375","4347.38427734375","4347.38427734375","","","","","","","","","","","","","1319","1319","1319","4401.8759765625","4401.8759765625","4401.8759765625"
"1205","","","","","","","","","","","","","1304","1304","1304","4448.5302734375","4448.5302734375","4448.5302734375","1280","1280","1280","5539.4609375","5539.4609375","5539.4609375","1343","1343","1343","5513.533203125","5513.533203125","5513.533203125","","","","","","","","","","","","","1322","1322","1322","4252.93505859375","4252.93505859375","4252.93505859375","1319","1319","1319","4401.8759765625","4401.8759765625","4401.8759765625","","","","","",""
"1206","1283","1283","1283","4372.26904296875","4372.26904296875","4372.26904296875","1292","1292","1292","4349.34716796875","4349.34716796875","4349.34716796875","","","","","","","","","","","","","","","","","","","1325","1325","1325","5559.626953125","5559.626953125","5559.626953125","","","","","","","","","","","","","","","","","","","","","","","",""
"1207","","","","","","","","","","","","","","","","","","","","","","","","","1346","1346","1346","5502.44873046875","5502.44873046875","5502.44873046875","","","","","","","1325","1325","1325","4328.92041015625","4328.92041015625","4328.92041015625","","","","","","","","","","","","","1322","1322","1322","4439.60546875","4439.60546875","4439.60546875"
"1208","1286","1286","1286","4372.009765625","4372.009765625","4372.009765625","1295","1295","1295","4391.658203125","4391.658203125","4391.658203125","1307","1307","1307","4198.83447265625","4198.83447265625","4198.83447265625","1283","1283","1283","5397.1259765625","5397.1259765625","5397.1259765625","","","","","","","1328","1328","1328","5406.9853515625","5406.9853515625","5406.9853515625","","","","","","","1325","1325","1325","4231.35107421875","4231.35107421875","4231.35107421875","1322","1322","1322","4439.60546875","4439.60546875","4439.60546875","","","","","",""
"1209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1328","1328","1328","4356.318359375","4356.318359375","4356.318359375","","","","","","","","","","","","","","","","","",""
"1210","","","","","","","","","","","","","1310","1310","1310","4107.990234375","4107.990234375","4107.990234375","","","","","","","1349","1349","1349","5488.5556640625","5488.5556640625","5488.5556640625","","","","","","","","","","","","","","","","","","","1325","1325","1325","4434.45849609375","4434.45849609375","4434.45849609375","1325","1325","1325","4434.45849609375","4434.45849609375","4434.45849609375"
"1211","1289","1289","1289","4387.482421875","4387.482421875","4387.482421875","1298","1298","1298","4389.6484375","4389.6484375","4389.6484375","","","","","","","1286","1286","1286","5467.56005859375","5467.56005859375","5467.56005859375","","","","","","","1331","1331","1331","5508.5185546875","5508.5185546875","5508.5185546875","","","","","","","1328","1328","1328","4211.27197265625","4211.27197265625","4211.27197265625","","","","","","","","","","","",""
"1212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1331","1331","1331","4319.95751953125","4319.95751953125","4319.95751953125","","","","","","","","","","","","","","","","","",""
"1213","","","","","","","","","","","","","1313","1313","1313","4266.04638671875","4266.04638671875","4266.04638671875","1289","1289","1289","5508.96923828125","5508.96923828125","5508.96923828125","1352","1352","1352","5467.71875","5467.71875","5467.71875","","","","","","","","","","","","","","","","","","","1328","1328","1328","4487.30078125","4487.30078125","4487.30078125","1328","1328","1328","4487.30078125","4487.30078125","4487.30078125"
"1214","1292","1292","1292","4349.34716796875","4349.34716796875","4349.34716796875","1301","1301","1301","4389.8525390625","4389.8525390625","4389.8525390625","","","","","","","","","","","","","","","","","","","1334","1334","1334","5501.15625","5501.15625","5501.15625","","","","","","","1331","1331","1331","4191.76171875","4191.76171875","4191.76171875","","","","","","","","","","","",""
"1215","","","","","","","","","","","","","","","","","","","","","","","","","1355","1355","1355","5435.90966796875","5435.90966796875","5435.90966796875","","","","","","","1334","1334","1334","4318.99560546875","4318.99560546875","4318.99560546875","","","","","","","","","","","","","1331","1331","1331","4465.85595703125","4465.85595703125","4465.85595703125"
"1216","1295","1295","1295","4391.658203125","4391.658203125","4391.658203125","","","","","","","1316","1316","1316","4404.3994140625","4404.3994140625","4404.3994140625","1292","1292","1292","5525.8603515625","5525.8603515625","5525.8603515625","","","","","","","1337","1337","1337","5496.9140625","5496.9140625","5496.9140625","","","","","","","1334","1334","1334","4200.857421875","4200.857421875","4200.857421875","1331","1331","1331","4465.85595703125","4465.85595703125","4465.85595703125","","","","","",""
"1217","","","","","","","1304","1304","1304","4372.42822265625","4372.42822265625","4372.42822265625","","","","","","","","","","","","","","","","","","","","","","","","","1337","1337","1337","4361.125","4361.125","4361.125","","","","","","","","","","","","","","","","","",""
"1218","","","","","","","","","","","","","","","","","","","","","","","","","1358","1358","1358","5412.02197265625","5412.02197265625","5412.02197265625","","","","","","","","","","","","","","","","","","","","","","","","","1334","1334","1334","4486.3642578125","4486.3642578125","4486.3642578125"
"1219","1298","1298","1298","4389.6484375","4389.6484375","4389.6484375","1307","1307","1307","4369.623046875","4369.623046875","4369.623046875","1319","1319","1319","4825.9560546875","4825.9560546875","4825.9560546875","1295","1295","1295","5574.138671875","5574.138671875","5574.138671875","","","","","","","1340","1340","1340","5576.5","5576.5","5576.5","","","","","","","1337","1337","1337","4199.44384765625","4199.44384765625","4199.44384765625","1334","1334","1334","4486.3642578125","4486.3642578125","4486.3642578125","","","","","",""
"1220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1340","1340","1340","4298.11279296875","4298.11279296875","4298.11279296875","","","","","","","","","","","","","","","","","",""
"1221","","","","","","","","","","","","","1322","1322","1322","5057.53271484375","5057.53271484375","5057.53271484375","","","","","","","1361","1361","1361","5392.6484375","5392.6484375","5392.6484375","","","","","","","","","","","","","","","","","","","1337","1337","1337","4499.71533203125","4499.71533203125","4499.71533203125","1337","1337","1337","4499.71533203125","4499.71533203125","4499.71533203125"
"1222","1301","1301","1301","4389.8525390625","4389.8525390625","4389.8525390625","1310","1310","1310","4352.4345703125","4352.4345703125","4352.4345703125","","","","","","","1298","1298","1298","5603.9375","5603.9375","5603.9375","","","","","","","1343","1343","1343","5605.31494140625","5605.31494140625","5605.31494140625","","","","","","","1340","1340","1340","4200.30859375","4200.30859375","4200.30859375","","","","","","","","","","","",""
"1223","","","","","","","","","","","","","","","","","","","","","","","","","1364","1364","1364","5399.203125","5399.203125","5399.203125","","","","","","","1343","1343","1343","4311.6953125","4311.6953125","4311.6953125","","","","","","","","","","","","","1340","1340","1340","4523.46240234375","4523.46240234375","4523.46240234375"
"1224","","","","","","","","","","","","","1325","1325","1325","5106.20654296875","5106.20654296875","5106.20654296875","1301","1301","1301","5624.29052734375","5624.29052734375","5624.29052734375","","","","","","","","","","","","","","","","","","","1343","1343","1343","4203.47119140625","4203.47119140625","4203.47119140625","1340","1340","1340","4523.46240234375","4523.46240234375","4523.46240234375","","","","","",""
"1225","1304","1304","1304","4372.42822265625","4372.42822265625","4372.42822265625","1313","1313","1313","4358.8466796875","4358.8466796875","4358.8466796875","","","","","","","","","","","","","","","","","","","1346","1346","1346","5572.0185546875","5572.0185546875","5572.0185546875","1346","1346","1346","4335.1787109375","4335.1787109375","4335.1787109375","","","","","","","","","","","","","","","","","",""
"1226","","","","","","","","","","","","","","","","","","","","","","","","","1367","1367","1367","5411.83056640625","5411.83056640625","5411.83056640625","","","","","","","","","","","","","","","","","","","","","","","","","1343","1343","1343","4535.46044921875","4535.46044921875","4535.46044921875"
"1227","1307","1307","1307","4369.623046875","4369.623046875","4369.623046875","","","","","","","1328","1328","1328","5122.37158203125","5122.37158203125","5122.37158203125","1304","1304","1304","5628.3583984375","5628.3583984375","5628.3583984375","","","","","","","1349","1349","1349","5508.939453125","5508.939453125","5508.939453125","","","","","","","1346","1346","1346","4201.4326171875","4201.4326171875","4201.4326171875","1343","1343","1343","4535.46044921875","4535.46044921875","4535.46044921875","","","","","",""
"1228","","","","","","","1316","1316","1316","4355.46630859375","4355.46630859375","4355.46630859375","","","","","","","","","","","","","","","","","","","","","","","","","1349","1349","1349","4362.64501953125","4362.64501953125","4362.64501953125","","","","","","","","","","","","","","","","","",""
"1229","","","","","","","","","","","","","1331","1331","1331","5127.0263671875","5127.0263671875","5127.0263671875","","","","","","","1370","1370","1370","5439.3232421875","5439.3232421875","5439.3232421875","","","","","","","","","","","","","","","","","","","1346","1346","1346","4538.24169921875","4538.24169921875","4538.24169921875","1346","1346","1346","4538.24169921875","4538.24169921875","4538.24169921875"
"1230","1310","1310","1310","4352.4345703125","4352.4345703125","4352.4345703125","1319","1319","1319","4359.27392578125","4359.27392578125","4359.27392578125","","","","","","","1307","1307","1307","5628.654296875","5628.654296875","5628.654296875","","","","","","","1352","1352","1352","5445.47216796875","5445.47216796875","5445.47216796875","","","","","","","1349","1349","1349","4203.10009765625","4203.10009765625","4203.10009765625","","","","","","","","","","","",""
"1231","","","","","","","","","","","","","","","","","","","","","","","","","1373","1373","1373","5454.435546875","5454.435546875","5454.435546875","","","","","","","1352","1352","1352","4374.3603515625","4374.3603515625","4374.3603515625","","","","","","","","","","","","","1349","1349","1349","4547.79345703125","4547.79345703125","4547.79345703125"
"1232","","","","","","","","","","","","","1334","1334","1334","5122.220703125","5122.220703125","5122.220703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1349","1349","1349","4547.79345703125","4547.79345703125","4547.79345703125","","","","","",""
"1233","1313","1313","1313","4358.8466796875","4358.8466796875","4358.8466796875","1322","1322","1322","4364.4609375","4364.4609375","4364.4609375","","","","","","","1310","1310","1310","5629.123046875","5629.123046875","5629.123046875","","","","","","","1355","1355","1355","5566.14111328125","5566.14111328125","5566.14111328125","1355","1355","1355","4382.3642578125","4382.3642578125","4382.3642578125","1352","1352","1352","4195.1572265625","4195.1572265625","4195.1572265625","","","","","","","","","","","",""
"1234","","","","","","","","","","","","","","","","","","","","","","","","","1376","1376","1376","5464.4404296875","5464.4404296875","5464.4404296875","","","","","","","","","","","","","","","","","","","","","","","","","1352","1352","1352","4535.12353515625","4535.12353515625","4535.12353515625"
"1235","","","","","","","","","","","","","1337","1337","1337","5111.642578125","5111.642578125","5111.642578125","","","","","","","","","","","","","1358","1358","1358","5514.2705078125","5514.2705078125","5514.2705078125","","","","","","","1355","1355","1355","4219.97314453125","4219.97314453125","4219.97314453125","1352","1352","1352","4535.12353515625","4535.12353515625","4535.12353515625","","","","","",""
"1236","1316","1316","1316","4355.46630859375","4355.46630859375","4355.46630859375","1325","1325","1325","4365.517578125","4365.517578125","4365.517578125","","","","","","","1313","1313","1313","5623.15966796875","5623.15966796875","5623.15966796875","","","","","","","","","","","","","1358","1358","1358","4352.3642578125","4352.3642578125","4352.3642578125","","","","","","","","","","","","","","","","","",""
"1237","","","","","","","","","","","","","","","","","","","","","","","","","1379","1379","1379","5469.4140625","5469.4140625","5469.4140625","","","","","","","","","","","","","","","","","","","","","","","","","1355","1355","1355","4537.08154296875","4537.08154296875","4537.08154296875"
"1238","1319","1319","1319","4359.27392578125","4359.27392578125","4359.27392578125","","","","","","","1340","1340","1340","5099.96044921875","5099.96044921875","5099.96044921875","1316","1316","1316","5613.41357421875","5613.41357421875","5613.41357421875","","","","","","","1361","1361","1361","5510.4404296875","5510.4404296875","5510.4404296875","","","","","","","1358","1358","1358","4233.17138671875","4233.17138671875","4233.17138671875","1355","1355","1355","4537.08154296875","4537.08154296875","4537.08154296875","","","","","",""
"1239","","","","","","","1328","1328","1328","4350.75390625","4350.75390625","4350.75390625","","","","","","","","","","","","","","","","","","","","","","","","","1361","1361","1361","4341.1484375","4341.1484375","4341.1484375","","","","","","","","","","","","","","","","","",""
"1240","","","","","","","","","","","","","1343","1343","1343","5079.97900390625","5079.97900390625","5079.97900390625","","","","","","","1382","1382","1382","5475.0146484375","5475.0146484375","5475.0146484375","","","","","","","","","","","","","","","","","","","1358","1358","1358","4549.9296875","4549.9296875","4549.9296875","1358","1358","1358","4549.9296875","4549.9296875","4549.9296875"
"1241","1322","1322","1322","4364.4609375","4364.4609375","4364.4609375","1331","1331","1331","4344.486328125","4344.486328125","4344.486328125","","","","","","","1319","1319","1319","5600.36865234375","5600.36865234375","5600.36865234375","","","","","","","1364","1364","1364","5553.236328125","5553.236328125","5553.236328125","","","","","","","1361","1361","1361","4242.8388671875","4242.8388671875","4242.8388671875","","","","","","","","","","","",""
"1242","","","","","","","","","","","","","","","","","","","","","","","","","1385","1385","1385","5478.6923828125","5478.6923828125","5478.6923828125","","","","","","","1364","1364","1364","4340.16748046875","4340.16748046875","4340.16748046875","","","","","","","","","","","","","1361","1361","1361","4530.77783203125","4530.77783203125","4530.77783203125"
"1243","","","","","","","","","","","","","1346","1346","1346","5070.28466796875","5070.28466796875","5070.28466796875","","","","","","","","","","","","","1367","1367","1367","5558.79248046875","5558.79248046875","5558.79248046875","","","","","","","1364","1364","1364","4245.7802734375","4245.7802734375","4245.7802734375","1361","1361","1361","4530.77783203125","4530.77783203125","4530.77783203125","","","","","",""
"1244","1325","1325","1325","4365.517578125","4365.517578125","4365.517578125","1334","1334","1334","4340.3642578125","4340.3642578125","4340.3642578125","","","","","","","1322","1322","1322","5585.3505859375","5585.3505859375","5585.3505859375","","","","","","","","","","","","","1367","1367","1367","4282.580078125","4282.580078125","4282.580078125","","","","","","","","","","","","","","","","","",""
"1245","","","","","","","","","","","","","","","","","","","","","","","","","1388","1388","1388","5486.59912109375","5486.59912109375","5486.59912109375","","","","","","","","","","","","","","","","","","","","","","","","","1364","1364","1364","4565.5205078125","4565.5205078125","4565.5205078125"
"1246","1328","1328","1328","4350.75390625","4350.75390625","4350.75390625","","","","","","","1349","1349","1349","5058.8544921875","5058.8544921875","5058.8544921875","","","","","","","","","","","","","1370","1370","1370","5560.640625","5560.640625","5560.640625","","","","","","","1367","1367","1367","4235.80078125","4235.80078125","4235.80078125","1364","1364","1364","4565.5205078125","4565.5205078125","4565.5205078125","","","","","",""
"1247","","","","","","","1337","1337","1337","4339.93359375","4339.93359375","4339.93359375","","","","","","","1325","1325","1325","5567.09716796875","5567.09716796875","5567.09716796875","","","","","","","","","","","","","1370","1370","1370","4268.1376953125","4268.1376953125","4268.1376953125","","","","","","","","","","","","","","","","","",""
