"Relative Time (Process)","SAC_HopperEnv_sweep_4 - _step","SAC_HopperEnv_sweep_4 - _step__MIN","SAC_HopperEnv_sweep_4 - _step__MAX","SAC_HopperEnv_sweep_4 - rewards/time","SAC_HopperEnv_sweep_4 - rewards/time__MIN","SAC_HopperEnv_sweep_4 - rewards/time__MAX","SAC_HopperEnv_sweep_3 - _step","SAC_HopperEnv_sweep_3 - _step__MIN","SAC_HopperEnv_sweep_3 - _step__MAX","SAC_HopperEnv_sweep_3 - rewards/time","SAC_HopperEnv_sweep_3 - rewards/time__MIN","SAC_HopperEnv_sweep_3 - rewards/time__MAX","SAC_HopperEnv_sweep_2 - _step","SAC_HopperEnv_sweep_2 - _step__MIN","SAC_HopperEnv_sweep_2 - _step__MAX","SAC_HopperEnv_sweep_2 - rewards/time","SAC_HopperEnv_sweep_2 - rewards/time__MIN","SAC_HopperEnv_sweep_2 - rewards/time__MAX","SAC_HopperEnv_sweep_1 - _step","SAC_HopperEnv_sweep_1 - _step__MIN","SAC_HopperEnv_sweep_1 - _step__MAX","SAC_HopperEnv_sweep_1 - rewards/time","SAC_HopperEnv_sweep_1 - rewards/time__MIN","SAC_HopperEnv_sweep_1 - rewards/time__MAX","SAC_HopperEnv_sweep_0 - _step","SAC_HopperEnv_sweep_0 - _step__MIN","SAC_HopperEnv_sweep_0 - _step__MAX","SAC_HopperEnv_sweep_0 - rewards/time","SAC_HopperEnv_sweep_0 - rewards/time__MIN","SAC_HopperEnv_sweep_0 - rewards/time__MAX","SAC_HopperEnv_sweep_9 - _step","SAC_HopperEnv_sweep_9 - _step__MIN","SAC_HopperEnv_sweep_9 - _step__MAX","SAC_HopperEnv_sweep_9 - rewards/time","SAC_HopperEnv_sweep_9 - rewards/time__MIN","SAC_HopperEnv_sweep_9 - rewards/time__MAX","SAC_HopperEnv_sweep_8 - _step","SAC_HopperEnv_sweep_8 - _step__MIN","SAC_HopperEnv_sweep_8 - _step__MAX","SAC_HopperEnv_sweep_8 - rewards/time","SAC_HopperEnv_sweep_8 - rewards/time__MIN","SAC_HopperEnv_sweep_8 - rewards/time__MAX","SAC_HopperEnv_sweep_7 - _step","SAC_HopperEnv_sweep_7 - _step__MIN","SAC_HopperEnv_sweep_7 - _step__MAX","SAC_HopperEnv_sweep_7 - rewards/time","SAC_HopperEnv_sweep_7 - rewards/time__MIN","SAC_HopperEnv_sweep_7 - rewards/time__MAX","SAC_HopperEnv_sweep_6 - _step","SAC_HopperEnv_sweep_6 - _step__MIN","SAC_HopperEnv_sweep_6 - _step__MAX","SAC_HopperEnv_sweep_6 - rewards/time","SAC_HopperEnv_sweep_6 - rewards/time__MIN","SAC_HopperEnv_sweep_6 - rewards/time__MAX","SAC_HopperEnv_sweep_5 - _step","SAC_HopperEnv_sweep_5 - _step__MIN","SAC_HopperEnv_sweep_5 - _step__MAX","SAC_HopperEnv_sweep_5 - rewards/time","SAC_HopperEnv_sweep_5 - rewards/time__MIN","SAC_HopperEnv_sweep_5 - rewards/time__MAX"
"12053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4646","4646","4646","4269.99755859375","4269.99755859375","4269.99755859375","","","","","","","","","","","","","4557","4557","4557","4694.81884765625","4694.81884765625","4694.81884765625","4681","4681","4681","4681.62646484375","4681.62646484375","4681.62646484375"
"12054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4636","4636","4636","4689.00927734375","4689.00927734375","4689.00927734375","","","","","","","","","","","",""
"12055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4647","4647","4647","4282.9609375","4282.9609375","4282.9609375","4700","4700","4700","4668.92724609375","4668.92724609375","4668.92724609375","","","","","","","","","","","","","","","","","",""
"12056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4558","4558","4558","4694.26416015625","4694.26416015625","4694.26416015625","4682","4682","4682","4682.67919921875","4682.67919921875","4682.67919921875"
"12057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4701","4701","4701","4667.19189453125","4667.19189453125","4667.19189453125","4637","4637","4637","4689.33056640625","4689.33056640625","4689.33056640625","","","","","","","","","","","",""
"12058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4648","4648","4648","4287.23046875","4287.23046875","4287.23046875","","","","","","","","","","","","","4559","4559","4559","4693.28076171875","4693.28076171875","4693.28076171875","4683","4683","4683","4682.79541015625","4682.79541015625","4682.79541015625"
"12060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4702","4702","4702","4667.39404296875","4667.39404296875","4667.39404296875","4638","4638","4638","4690.75732421875","4690.75732421875","4690.75732421875","","","","","","","","","","","",""
"12061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4649","4649","4649","4295.39501953125","4295.39501953125","4295.39501953125","","","","","","","","","","","","","4560","4560","4560","4692.60791015625","4692.60791015625","4692.60791015625","4684","4684","4684","4682.31201171875","4682.31201171875","4682.31201171875"
"12062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4639","4639","4639","4690.99658203125","4690.99658203125","4690.99658203125","","","","","","","","","","","",""
"12063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4650","4650","4650","4299.50830078125","4299.50830078125","4299.50830078125","4703","4703","4703","4666.71240234375","4666.71240234375","4666.71240234375","","","","","","","","","","","","","","","","","",""
"12064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4561","4561","4561","4692.509765625","4692.509765625","4692.509765625","4685","4685","4685","4682.77197265625","4682.77197265625","4682.77197265625"
"12065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4704","4704","4704","4666.603515625","4666.603515625","4666.603515625","4640","4640","4640","4690.994140625","4690.994140625","4690.994140625","","","","","","","","","","","",""
"12066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4651","4651","4651","4318.60107421875","4318.60107421875","4318.60107421875","","","","","","","","","","","","","4562","4562","4562","4692.15771484375","4692.15771484375","4692.15771484375","4686","4686","4686","4683.9189453125","4683.9189453125","4683.9189453125"
"12067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4641","4641","4641","4690.93603515625","4690.93603515625","4690.93603515625","","","","","","","","","","","",""
"12068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4652","4652","4652","4389.23046875","4389.23046875","4389.23046875","4705","4705","4705","4666.49658203125","4666.49658203125","4666.49658203125","","","","","","","","","","","","","","","","","",""
"12069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4563","4563","4563","4692.59326171875","4692.59326171875","4692.59326171875","4687","4687","4687","4684.603515625","4684.603515625","4684.603515625"
"12070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4706","4706","4706","4666.400390625","4666.400390625","4666.400390625","4642","4642","4642","4690.96484375","4690.96484375","4690.96484375","","","","","","","","","","","",""
"12071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4653","4653","4653","4447.46435546875","4447.46435546875","4447.46435546875","","","","","","","","","","","","","","","","","","","4688","4688","4688","4685.05810546875","4685.05810546875","4685.05810546875"
"12072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4564","4564","4564","4692.7724609375","4692.7724609375","4692.7724609375","","","","","",""
"12073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4654","4654","4654","4469.880859375","4469.880859375","4469.880859375","4707","4707","4707","4666.09326171875","4666.09326171875","4666.09326171875","4643","4643","4643","4691.1201171875","4691.1201171875","4691.1201171875","","","","","","","","","","","",""
"12074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4565","4565","4565","4692.8154296875","4692.8154296875","4692.8154296875","4689","4689","4689","4685.966796875","4685.966796875","4685.966796875"
"12075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4708","4708","4708","4665.98291015625","4665.98291015625","4665.98291015625","4644","4644","4644","4691.24951171875","4691.24951171875","4691.24951171875","","","","","","","","","","","",""
"12076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4655","4655","4655","4474.4384765625","4474.4384765625","4474.4384765625","","","","","","","","","","","","","","","","","","","","","","","",""
"12077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4566","4566","4566","4692.7919921875","4692.7919921875","4692.7919921875","4690","4690","4690","4686.44873046875","4686.44873046875","4686.44873046875"
"12078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4656","4656","4656","4476.56103515625","4476.56103515625","4476.56103515625","4709","4709","4709","4666.154296875","4666.154296875","4666.154296875","4645","4645","4645","4691.28759765625","4691.28759765625","4691.28759765625","","","","","","","","","","","",""
"12079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4691","4691","4691","4686.43212890625","4686.43212890625","4686.43212890625"
"12080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4567","4567","4567","4692.7197265625","4692.7197265625","4692.7197265625","","","","","",""
"12081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4657","4657","4657","4480.76318359375","4480.76318359375","4480.76318359375","4710","4710","4710","4666.25732421875","4666.25732421875","4666.25732421875","4646","4646","4646","4690.94189453125","4690.94189453125","4690.94189453125","","","","","","","","","","","",""
"12082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4568","4568","4568","4693.22998046875","4693.22998046875","4693.22998046875","4692","4692","4692","4687.3837890625","4687.3837890625","4687.3837890625"
"12083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4711","4711","4711","4666.640625","4666.640625","4666.640625","4647","4647","4647","4691.25537109375","4691.25537109375","4691.25537109375","","","","","","","","","","","",""
"12084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4658","4658","4658","4482.96728515625","4482.96728515625","4482.96728515625","","","","","","","","","","","","","","","","","","","4693","4693","4693","4688.173828125","4688.173828125","4688.173828125"
"12085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4569","4569","4569","4693.92138671875","4693.92138671875","4693.92138671875","","","","","",""
"12086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4659","4659","4659","4497.0869140625","4497.0869140625","4497.0869140625","4712","4712","4712","4667.2236328125","4667.2236328125","4667.2236328125","4648","4648","4648","4690.57763671875","4690.57763671875","4690.57763671875","","","","","","","","","","","",""
"12087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4694","4694","4694","4689.2119140625","4689.2119140625","4689.2119140625"
"12088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4713","4713","4713","4667.5146484375","4667.5146484375","4667.5146484375","4649","4649","4649","4690.1767578125","4690.1767578125","4690.1767578125","4570","4570","4570","4694.03759765625","4694.03759765625","4694.03759765625","","","","","",""
"12089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4660","4660","4660","4536.01611328125","4536.01611328125","4536.01611328125","","","","","","","","","","","","","","","","","","","","","","","",""
"12090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4571","4571","4571","4694.38916015625","4694.38916015625","4694.38916015625","4695","4695","4695","4689.9248046875","4689.9248046875","4689.9248046875"
"12091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4661","4661","4661","4562.96533203125","4562.96533203125","4562.96533203125","4714","4714","4714","4667.74658203125","4667.74658203125","4667.74658203125","4650","4650","4650","4689.59423828125","4689.59423828125","4689.59423828125","","","","","","","","","","","",""
"12092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4696","4696","4696","4690.638671875","4690.638671875","4690.638671875"
"12093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4572","4572","4572","4694.9970703125","4694.9970703125","4694.9970703125","","","","","",""
"12094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4662","4662","4662","4573.39404296875","4573.39404296875","4573.39404296875","4715","4715","4715","4667.0390625","4667.0390625","4667.0390625","4651","4651","4651","4689.81591796875","4689.81591796875","4689.81591796875","","","","","","","","","","","",""
"12095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4697","4697","4697","4691.38916015625","4691.38916015625","4691.38916015625"
"12096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4663","4663","4663","4575.74853515625","4575.74853515625","4575.74853515625","4716","4716","4716","4667.37109375","4667.37109375","4667.37109375","4652","4652","4652","4689.78369140625","4689.78369140625","4689.78369140625","4573","4573","4573","4695.1171875","4695.1171875","4695.1171875","","","","","",""
"12097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4698","4698","4698","4691.55908203125","4691.55908203125","4691.55908203125"
"12098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4574","4574","4574","4695.69287109375","4695.69287109375","4695.69287109375","","","","","",""
"12099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4664","4664","4664","4576.96484375","4576.96484375","4576.96484375","4717","4717","4717","4667.55078125","4667.55078125","4667.55078125","4653","4653","4653","4689.525390625","4689.525390625","4689.525390625","","","","","","","","","","","",""
"12100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699","4699","4699","4692.00146484375","4692.00146484375","4692.00146484375"
"12101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4718","4718","4718","4667.82275390625","4667.82275390625","4667.82275390625","4654","4654","4654","4688.771484375","4688.771484375","4688.771484375","4575","4575","4575","4695.4775390625","4695.4775390625","4695.4775390625","","","","","",""
"12102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4665","4665","4665","4578.89453125","4578.89453125","4578.89453125","","","","","","","","","","","","","","","","","","","","","","","",""
"12103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4700","4700","4700","4692.6533203125","4692.6533203125","4692.6533203125"
"12104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4666","4666","4666","4580.75927734375","4580.75927734375","4580.75927734375","4719","4719","4719","4667.9892578125","4667.9892578125","4667.9892578125","4655","4655","4655","4689.17724609375","4689.17724609375","4689.17724609375","4576","4576","4576","4695.9228515625","4695.9228515625","4695.9228515625","","","","","",""
"12105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4701","4701","4701","4693.271484375","4693.271484375","4693.271484375"
"12106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4720","4720","4720","4668.3955078125","4668.3955078125","4668.3955078125","4656","4656","4656","4689.294921875","4689.294921875","4689.294921875","4577","4577","4577","4696.40869140625","4696.40869140625","4696.40869140625","","","","","",""
"12107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4667","4667","4667","4588.89990234375","4588.89990234375","4588.89990234375","","","","","","","","","","","","","","","","","","","","","","","",""
"12108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4702","4702","4702","4692.95654296875","4692.95654296875","4692.95654296875"
"12109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4668","4668","4668","4604.5712890625","4604.5712890625","4604.5712890625","4721","4721","4721","4668.25341796875","4668.25341796875","4668.25341796875","4657","4657","4657","4689.025390625","4689.025390625","4689.025390625","4578","4578","4578","4696.63037109375","4696.63037109375","4696.63037109375","","","","","",""
"12110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4703","4703","4703","4693.48291015625","4693.48291015625","4693.48291015625"
"12111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4658","4658","4658","4689.43701171875","4689.43701171875","4689.43701171875","4579","4579","4579","4696.7373046875","4696.7373046875","4696.7373046875","","","","","",""
"12112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4669","4669","4669","4615.6591796875","4615.6591796875","4615.6591796875","4722","4722","4722","4668.35302734375","4668.35302734375","4668.35302734375","","","","","","","","","","","","","","","","","",""
"12113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4704","4704","4704","4693.59619140625","4693.59619140625","4693.59619140625"
"12114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4670","4670","4670","4619.47802734375","4619.47802734375","4619.47802734375","4723","4723","4723","4668.55126953125","4668.55126953125","4668.55126953125","4659","4659","4659","4689.36083984375","4689.36083984375","4689.36083984375","4580","4580","4580","4696.580078125","4696.580078125","4696.580078125","","","","","",""
"12116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4705","4705","4705","4693.46044921875","4693.46044921875","4693.46044921875"
"12117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4671","4671","4671","4620.421875","4620.421875","4620.421875","4724","4724","4724","4671.00341796875","4671.00341796875","4671.00341796875","4660","4660","4660","4689.74169921875","4689.74169921875","4689.74169921875","4581","4581","4581","4697.37255859375","4697.37255859375","4697.37255859375","","","","","",""
"12118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4706","4706","4706","4693.35693359375","4693.35693359375","4693.35693359375"
"12119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4725","4725","4725","4671.71337890625","4671.71337890625","4671.71337890625","4661","4661","4661","4689.681640625","4689.681640625","4689.681640625","4582","4582","4582","4697.67626953125","4697.67626953125","4697.67626953125","","","","","",""
"12120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4672","4672","4672","4620.927734375","4620.927734375","4620.927734375","","","","","","","","","","","","","","","","","","","","","","","",""
"12121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4707","4707","4707","4693.56005859375","4693.56005859375","4693.56005859375"
"12122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4673","4673","4673","4621.14599609375","4621.14599609375","4621.14599609375","4726","4726","4726","4672.23876953125","4672.23876953125","4672.23876953125","4662","4662","4662","4689.2529296875","4689.2529296875","4689.2529296875","4583","4583","4583","4698.388671875","4698.388671875","4698.388671875","","","","","",""
"12123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4708","4708","4708","4693.17919921875","4693.17919921875","4693.17919921875"
"12124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4663","4663","4663","4689.15966796875","4689.15966796875","4689.15966796875","4584","4584","4584","4698.494140625","4698.494140625","4698.494140625","","","","","",""
"12125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4674","4674","4674","4621.90576171875","4621.90576171875","4621.90576171875","4727","4727","4727","4672.5810546875","4672.5810546875","4672.5810546875","","","","","","","","","","","","","","","","","",""
"12126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4709","4709","4709","4693.11962890625","4693.11962890625","4693.11962890625"
"12127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4675","4675","4675","4628.11376953125","4628.11376953125","4628.11376953125","4728","4728","4728","4673.31787109375","4673.31787109375","4673.31787109375","4664","4664","4664","4688.884765625","4688.884765625","4688.884765625","4585","4585","4585","4698.84228515625","4698.84228515625","4698.84228515625","","","","","",""
"12129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4665","4665","4665","4689.0908203125","4689.0908203125","4689.0908203125","","","","","","","4710","4710","4710","4693.5048828125","4693.5048828125","4693.5048828125"
"12130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4676","4676","4676","4634.720703125","4634.720703125","4634.720703125","4729","4729","4729","4673.48779296875","4673.48779296875","4673.48779296875","","","","","","","4586","4586","4586","4699.46923828125","4699.46923828125","4699.46923828125","","","","","",""
"12131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4711","4711","4711","4693.75","4693.75","4693.75"
"12132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4677","4677","4677","4639.02197265625","4639.02197265625","4639.02197265625","4730","4730","4730","4673.62060546875","4673.62060546875","4673.62060546875","4666","4666","4666","4689.1650390625","4689.1650390625","4689.1650390625","4587","4587","4587","4700.78076171875","4700.78076171875","4700.78076171875","","","","","",""
"12134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4712","4712","4712","4694.15966796875","4694.15966796875","4694.15966796875"
"12135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4678","4678","4678","4640.72509765625","4640.72509765625","4640.72509765625","4731","4731","4731","4674.814453125","4674.814453125","4674.814453125","4667","4667","4667","4689.39599609375","4689.39599609375","4689.39599609375","4588","4588","4588","4701.16357421875","4701.16357421875","4701.16357421875","","","","","",""
"12136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4713","4713","4713","4694.5234375","4694.5234375","4694.5234375"
"12137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4668","4668","4668","4689.68310546875","4689.68310546875","4689.68310546875","","","","","","","","","","","",""
"12138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4679","4679","4679","4641.10888671875","4641.10888671875","4641.10888671875","4732","4732","4732","4675.78564453125","4675.78564453125","4675.78564453125","","","","","","","4589","4589","4589","4701.8349609375","4701.8349609375","4701.8349609375","","","","","",""
"12139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4714","4714","4714","4694.2890625","4694.2890625","4694.2890625"
"12140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4680","4680","4680","4641.13232421875","4641.13232421875","4641.13232421875","4733","4733","4733","4676.25048828125","4676.25048828125","4676.25048828125","4669","4669","4669","4691.13037109375","4691.13037109375","4691.13037109375","4590","4590","4590","4703.15087890625","4703.15087890625","4703.15087890625","","","","","",""
"12141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4715","4715","4715","4693.9443359375","4693.9443359375","4693.9443359375"
"12142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4670","4670","4670","4692.31689453125","4692.31689453125","4692.31689453125","","","","","","","","","","","",""
"12143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4681","4681","4681","4641.18603515625","4641.18603515625","4641.18603515625","4734","4734","4734","4676.43505859375","4676.43505859375","4676.43505859375","","","","","","","4591","4591","4591","4703.70068359375","4703.70068359375","4703.70068359375","","","","","",""
"12144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4716","4716","4716","4693.57763671875","4693.57763671875","4693.57763671875"
"12145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4682","4682","4682","4641.9404296875","4641.9404296875","4641.9404296875","4735","4735","4735","4676.6064453125","4676.6064453125","4676.6064453125","4671","4671","4671","4692.68408203125","4692.68408203125","4692.68408203125","","","","","","","","","","","",""
"12146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4592","4592","4592","4704.27099609375","4704.27099609375","4704.27099609375","","","","","",""
"12147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4672","4672","4672","4692.6044921875","4692.6044921875","4692.6044921875","","","","","","","4717","4717","4717","4693.4794921875","4693.4794921875","4693.4794921875"
"12148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4683","4683","4683","4641.79345703125","4641.79345703125","4641.79345703125","4736","4736","4736","4676.58154296875","4676.58154296875","4676.58154296875","","","","","","","4593","4593","4593","4704.84912109375","4704.84912109375","4704.84912109375","","","","","",""
"12149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4718","4718","4718","4693.572265625","4693.572265625","4693.572265625"
"12150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4684","4684","4684","4642.5185546875","4642.5185546875","4642.5185546875","4737","4737","4737","4676.77197265625","4676.77197265625","4676.77197265625","4673","4673","4673","4693.14990234375","4693.14990234375","4693.14990234375","","","","","","","","","","","",""
"12151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4594","4594","4594","4704.78857421875","4704.78857421875","4704.78857421875","","","","","",""
"12152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4674","4674","4674","4694.35302734375","4694.35302734375","4694.35302734375","","","","","","","4719","4719","4719","4693.71533203125","4693.71533203125","4693.71533203125"
"12153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4685","4685","4685","4640.36279296875","4640.36279296875","4640.36279296875","4738","4738","4738","4676.6962890625","4676.6962890625","4676.6962890625","","","","","","","","","","","","","","","","","",""
"12154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4595","4595","4595","4705.41064453125","4705.41064453125","4705.41064453125","4720","4720","4720","4693.98974609375","4693.98974609375","4693.98974609375"
"12155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4675","4675","4675","4694.58837890625","4694.58837890625","4694.58837890625","","","","","","","","","","","",""
"12156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4686","4686","4686","4641.5185546875","4641.5185546875","4641.5185546875","4739","4739","4739","4676.95166015625","4676.95166015625","4676.95166015625","","","","","","","4596","4596","4596","4705.16357421875","4705.16357421875","4705.16357421875","","","","","",""
"12157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4721","4721","4721","4694.55224609375","4694.55224609375","4694.55224609375"
"12158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4687","4687","4687","4641.44873046875","4641.44873046875","4641.44873046875","4740","4740","4740","4676.10888671875","4676.10888671875","4676.10888671875","4676","4676","4676","4695.45068359375","4695.45068359375","4695.45068359375","","","","","","","","","","","",""
"12159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4597","4597","4597","4705.55908203125","4705.55908203125","4705.55908203125","4722","4722","4722","4694.4052734375","4694.4052734375","4694.4052734375"
"12160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4677","4677","4677","4695.642578125","4695.642578125","4695.642578125","","","","","","","","","","","",""
"12161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4688","4688","4688","4641.869140625","4641.869140625","4641.869140625","4741","4741","4741","4676.25439453125","4676.25439453125","4676.25439453125","","","","","","","","","","","","","","","","","",""
"12162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4598","4598","4598","4705.3203125","4705.3203125","4705.3203125","4723","4723","4723","4695.533203125","4695.533203125","4695.533203125"
